date,product_name,product_category,sales,profit,quantity,rating,returned,stock,payment_method
2024-05-18,Teer Atta,Groceries,109956.79,34673.07,9,4.7,0,475,Cash
2024-06-02,ACI Salt,Groceries,32081.81,8854.68,5,4.9,0,183,Visa Card
2024-08-21,Navana Helmet,Automotive,82955.05,8293.02,11,3.7,0,13,Nagad
2025-02-20,Pran Mango Juice,Beverages,41477.8,3583.78,3,3.4,0,154,Visa Card
2024-01-31,ACI Salt,Groceries,85751.93,15235.26,16,4.3,0,75,bKash
2024-07-16,RFL Chair,Furniture,10682.9,2023.61,9,3.3,1,125,Rocket
2024-10-26,Bombay Sweets Chanachur,Snacks,112647.4,24091.19,14,4.3,0,176,Visa Card
2024-06-10,Easy Fashion Shirt,Fashion,9240.57,2512.87,2,4.3,0,251,Cash
2024-05-31,Square Toiletries Lotion,Personal Care,64553.0,19162.91,20,2.9,0,300,Visa Card
2024-04-04,Fresh Soybean Oil,Groceries,137085.38,47214.07,17,4.5,0,307,Nagad
2024-06-11,Teer Atta,Groceries,100996.09,30001.99,10,3.4,0,170,Nagad
2024-03-05,Vision TV,Electronics,5262.17,1106.14,11,4.4,0,382,bKash
2025-01-07,Aarong Panjabi,Fashion,164944.12,18912.01,18,3.4,1,368,bKash
2024-04-18,Minister Blender,Electronics,215080.94,51556.29,17,2.9,0,39,Cash
2024-06-23,Pran Noodles,Groceries,519.26,44.61,3,3.6,0,340,Rocket
2024-12-29,ACI Salt,Groceries,169703.32,20791.84,19,4.8,1,61,Visa Card
2024-12-11,RFL Chair,Furniture,88744.48,15603.94,12,3.8,0,217,Rocket
2024-07-20,Walton Fridge,Electronics,91184.44,11836.24,13,3.1,0,115,bKash
2024-01-13,Square Toiletries Lotion,Personal Care,112611.03,25557.44,13,4.7,0,11,Mastercard
2024-12-03,Olympic Biscuit,Snacks,55191.27,13373.88,8,4.5,0,47,Visa Card
2025-03-10,Sunsilk Shampoo,Personal Care,7672.27,2288.49,2,4.3,0,463,Nagad
2024-09-11,Akij Cement,Construction,36726.47,12268.17,8,3.7,1,445,Nagad
2024-06-19,Vision TV,Electronics,170489.92,41242.43,11,3.1,0,340,Rocket
2024-07-12,Dettol Handwash,Personal Care,9660.58,1656.75,2,3.4,0,30,Cash
2024-05-17,Vision TV,Electronics,178349.63,29143.5,18,3.3,1,179,Mastercard
2024-03-10,Navana Helmet,Automotive,20062.51,3182.53,2,4.4,0,428,Visa Card
2025-04-28,Pran Mango Juice,Beverages,25118.41,6103.36,3,4.9,0,178,Visa Card
2025-02-25,ACI Salt,Groceries,40790.53,11830.92,14,2.6,1,417,Cash
2024-06-25,Dettol Handwash,Personal Care,147726.71,14786.28,18,4.5,0,181,Rocket
2024-12-17,ACI Salt,Groceries,138086.96,14738.7,19,2.5,1,103,Cash
2025-01-22,Fresh Milk,Dairy,244425.2,64568.87,18,4.2,1,170,Cash
2025-01-20,Singer Rice Cooker,Electronics,162914.48,50773.53,19,4.7,1,196,Nagad
2024-06-14,Walton Fan,Electronics,314460.35,98611.96,19,4.2,0,115,Nagad
2024-06-22,Easy Fashion Shirt,Fashion,10459.15,2815.55,1,3.5,1,400,Visa Card
2024-04-02,Singer Rice Cooker,Electronics,268623.99,91091.02,16,5.0,0,391,Rocket
2024-06-18,Pran Noodles,Groceries,155640.24,39459.04,17,3.0,0,435,Cash
2024-08-23,Bombay Sweets Chanachur,Snacks,76418.4,17789.39,9,4.4,0,242,Cash
2024-07-08,Lux Soap,Personal Care,101950.76,32166.17,14,3.4,0,303,Visa Card
2025-03-20,Pran Noodles,Groceries,4812.11,635.3,3,3.8,1,288,bKash
2024-10-08,Kazi Farms Chicken,Frozen Food,141300.37,44436.78,11,3.0,1,103,Rocket
2024-06-28,Fresh Soybean Oil,Groceries,18854.08,1945.06,7,4.4,0,419,Cash
2024-07-22,Walton Fridge,Electronics,45471.89,4555.31,5,2.9,1,233,Mastercard
2025-01-29,Sunsilk Shampoo,Personal Care,39693.52,5669.42,7,4.9,1,336,Visa Card
2024-10-12,Fresh Milk,Dairy,89935.97,19403.14,9,4.1,0,201,Nagad
2024-11-09,RFL Chair,Furniture,39888.02,9683.59,11,2.5,1,244,Mastercard
2024-01-11,Bashundhara Tissue,Household,3660.55,344.15,8,4.8,1,467,bKash
2024-11-19,Bata School Shoe,Fashion,67900.56,18439.06,13,3.6,0,96,Visa Card
2024-03-13,Square Toiletries Lotion,Personal Care,36035.57,8904.46,7,4.8,0,268,Mastercard
2024-03-08,Olympic Biscuit,Snacks,12374.29,2576.36,7,2.9,0,420,Rocket
2025-01-11,ACI Salt,Groceries,99788.18,23767.94,18,3.1,0,130,Rocket
2024-09-29,Akij Cement,Construction,88234.65,23213.24,6,4.4,1,448,Visa Card
2024-06-24,Square Toiletries Lotion,Personal Care,247552.54,53426.31,18,2.9,0,317,Visa Card
2024-07-19,Dettol Handwash,Personal Care,49927.92,12841.43,16,2.6,0,252,bKash
2024-11-23,Walton Fan,Electronics,310299.32,30772.17,20,3.0,0,56,bKash
2024-05-26,Walton Fridge,Electronics,138348.49,43153.61,12,3.6,0,446,Visa Card
2024-01-02,Bata School Shoe,Fashion,123914.77,15116.07,16,4.2,1,224,Visa Card
2024-12-16,Pran Noodles,Groceries,119409.92,28975.61,15,3.3,0,433,Cash
2024-05-29,Pran Noodles,Groceries,55676.37,17030.79,7,4.6,0,490,Rocket
2025-01-26,Walton Fridge,Electronics,244900.47,60445.88,19,4.6,0,179,Rocket
2024-05-02,Walton Fan,Electronics,32629.45,10682.74,10,3.8,1,203,Cash
2025-04-18,Lux Soap,Personal Care,90574.29,23554.7,15,3.5,0,79,Rocket
2025-04-28,ACI Salt,Groceries,2126.57,480.82,2,4.4,1,271,Nagad
2024-01-18,Fresh Soybean Oil,Groceries,26446.31,7616.54,14,5.0,0,353,Visa Card
2024-02-29,Olympic Biscuit,Snacks,26633.75,7483.86,2,3.2,0,169,Mastercard
2024-10-12,Singer Rice Cooker,Electronics,64658.8,6792.82,4,4.3,1,460,bKash
2024-04-06,Pran Noodles,Groceries,4362.08,1320.21,8,4.5,0,291,bKash
2024-05-18,Walton Fan,Electronics,10217.92,2980.78,5,4.4,0,33,Cash
2024-05-20,Singer Rice Cooker,Electronics,48889.44,4349.44,7,4.0,0,327,Mastercard
2025-04-14,Bashundhara Tissue,Household,131164.54,17971.4,10,2.8,1,448,Cash
2025-05-10,Navana Helmet,Automotive,122736.4,13640.09,9,2.5,0,180,Visa Card
2024-10-07,Olympic Biscuit,Snacks,22265.87,3478.61,11,3.7,0,322,Visa Card
2024-07-31,Teer Atta,Groceries,48183.43,8862.64,5,3.9,0,213,Rocket
2025-04-25,Kazi Farms Chicken,Frozen Food,41038.07,5697.53,3,3.2,0,95,bKash
2024-07-14,Akij Cement,Construction,34055.32,10786.58,3,3.7,0,249,Rocket
2024-03-18,Bata School Shoe,Fashion,51319.2,7054.71,5,4.4,0,374,Visa Card
2025-02-15,Walton Fridge,Electronics,7806.1,2670.94,2,2.7,0,313,Cash
2024-03-10,Fresh Soybean Oil,Groceries,22903.33,1878.68,12,3.4,1,68,Nagad
2025-02-09,Walton Fridge,Electronics,28663.01,8642.46,14,4.2,0,192,Visa Card
2025-02-18,Sunsilk Shampoo,Personal Care,44464.24,9030.13,20,3.3,0,279,Rocket
2024-07-25,Kazi Farms Chicken,Frozen Food,229972.3,21069.09,17,4.6,0,376,Rocket
2024-04-15,Sunsilk Shampoo,Personal Care,77375.21,26873.51,6,4.5,0,64,Nagad
2024-10-13,Kazi Farms Chicken,Frozen Food,14129.07,4503.66,2,4.1,0,491,Visa Card
2024-08-09,Pran Mango Juice,Beverages,201533.17,43376.29,13,4.1,0,168,bKash
2024-08-12,Vision TV,Electronics,4990.15,1543.74,18,2.7,0,262,bKash
2024-06-13,Sunsilk Shampoo,Personal Care,49216.75,11738.28,7,4.3,0,449,Visa Card
2024-01-16,Bashundhara Tissue,Household,233648.75,47538.73,20,4.6,0,486,Visa Card
2024-03-25,Aarong Panjabi,Fashion,13046.95,1460.63,7,3.1,0,356,bKash
2024-08-04,Bashundhara Tissue,Household,54118.63,14293.89,9,2.6,1,69,Cash
2024-09-20,Minister Blender,Electronics,98453.08,17868.34,18,2.9,0,165,Rocket
2024-01-12,Singer Rice Cooker,Electronics,219955.34,67749.24,17,4.6,1,436,Nagad
2025-01-18,Olympic Biscuit,Snacks,27356.9,9224.87,10,4.8,1,186,Mastercard
2024-02-07,Bombay Sweets Chanachur,Snacks,179858.24,39905.15,14,2.7,0,48,Mastercard
2024-09-12,Kazi Farms Chicken,Frozen Food,241412.82,78954.38,19,3.5,0,390,Cash
2025-05-11,Aarong Panjabi,Fashion,5378.4,1272.13,10,2.5,0,73,Nagad
2024-02-22,Navana Helmet,Automotive,79156.02,13426.04,11,4.9,0,229,Nagad
2025-02-03,Bombay Sweets Chanachur,Snacks,252330.59,40170.44,20,4.3,0,319,Cash
2025-04-02,Olympic Biscuit,Snacks,6407.03,826.67,2,2.9,0,221,Mastercard
2025-05-03,Pran Noodles,Groceries,13734.91,3298.84,2,2.9,0,391,Nagad
2024-12-23,Fresh Soybean Oil,Groceries,88095.02,10775.85,6,3.2,0,439,Visa Card
2024-01-26,Bashundhara Tissue,Household,141346.29,15636.9,16,4.9,1,162,Cash
2024-06-07,Teer Atta,Groceries,222658.24,61451.42,18,4.6,0,147,Cash
2024-10-21,Aarong Panjabi,Fashion,94889.3,30684.85,8,4.0,0,275,Rocket
2024-09-07,Vision TV,Electronics,136138.63,29603.46,10,4.7,1,492,Rocket
2024-11-03,Kazi Farms Chicken,Frozen Food,133429.93,41599.57,10,2.5,0,101,Mastercard
2024-10-30,Bombay Sweets Chanachur,Snacks,113130.93,17231.88,12,3.0,0,453,Rocket
2024-03-13,Square Toiletries Lotion,Personal Care,165368.52,31232.82,11,2.6,0,334,Rocket
2024-12-15,Kazi Farms Chicken,Frozen Food,1862.47,554.71,1,2.8,0,169,Nagad
2024-02-01,Walton Fridge,Electronics,122730.84,38136.16,13,2.8,0,444,Mastercard
2024-03-28,Bombay Sweets Chanachur,Snacks,21529.28,2085.03,4,4.2,0,424,Visa Card
2024-08-20,Fresh Milk,Dairy,10737.97,2745.29,1,3.7,0,336,Rocket
2025-02-16,Pran Mango Juice,Beverages,75288.17,13108.24,10,4.4,1,236,Nagad
2024-05-06,Bata School Shoe,Fashion,58470.29,11981.85,7,3.6,1,49,Mastercard
2024-12-04,Kazi Farms Chicken,Frozen Food,92669.14,13436.12,11,3.2,0,469,Mastercard
2024-04-06,Walton Fan,Electronics,243151.84,70587.24,15,3.5,0,491,Rocket
2024-06-12,Easy Fashion Shirt,Fashion,285481.56,24456.42,18,4.1,0,166,Visa Card
2024-10-02,Sunsilk Shampoo,Personal Care,150940.19,39762.85,20,2.7,1,118,Nagad
2025-01-19,Pran Noodles,Groceries,18593.8,2957.41,5,4.1,0,370,bKash
2024-04-18,Pran Noodles,Groceries,42228.56,14367.78,8,4.4,0,498,Visa Card
2024-12-03,Minister Blender,Electronics,59786.4,14226.62,9,2.5,0,41,Cash
2024-10-01,Akij Cement,Construction,50244.62,11851.13,17,3.7,0,134,Rocket
2024-08-24,Kazi Farms Chicken,Frozen Food,14591.33,4035.46,15,3.5,0,348,Visa Card
2024-11-30,Walton Fan,Electronics,82507.83,27793.58,10,4.5,0,289,bKash
2024-10-31,Bombay Sweets Chanachur,Snacks,40540.5,8961.23,3,3.2,0,233,Rocket
2024-01-17,Singer Rice Cooker,Electronics,8398.49,2507.37,5,3.1,0,424,Mastercard
2024-11-19,Bata School Shoe,Fashion,76348.87,10389.58,12,3.6,1,265,Nagad
2024-07-13,Olympic Biscuit,Snacks,180858.96,49231.7,15,4.8,0,328,Mastercard
2025-01-11,Walton Fridge,Electronics,80306.32,7259.85,10,4.2,0,288,Nagad
2024-08-25,RFL Chair,Furniture,89741.34,22180.97,10,4.0,0,471,Mastercard
2024-08-07,Lux Soap,Personal Care,47953.14,13683.64,6,3.8,1,369,Mastercard
2025-03-28,Bata School Shoe,Fashion,50505.85,10850.33,12,3.2,0,116,bKash
2024-12-06,Walton Fridge,Electronics,34015.8,3160.22,4,2.9,0,91,Nagad
2024-06-25,Bata School Shoe,Fashion,84994.26,26130.13,12,4.1,0,236,Rocket
2024-05-02,Vision TV,Electronics,219058.58,63883.31,15,4.2,1,73,Mastercard
2025-04-05,Navana Helmet,Automotive,225310.07,44274.18,19,2.7,0,300,Visa Card
2024-09-25,Akij Cement,Construction,115233.89,14034.17,10,4.0,0,118,Cash
2024-09-28,Bombay Sweets Chanachur,Snacks,125260.87,27898.13,10,3.1,1,445,Nagad
2025-05-03,Square Toiletries Lotion,Personal Care,81502.41,14649.22,8,2.5,0,34,Visa Card
2024-03-17,Fresh Milk,Dairy,97435.55,20924.79,14,3.9,0,424,Mastercard
2025-01-20,Aarong Panjabi,Fashion,16373.24,1999.62,4,3.6,0,18,bKash
2024-05-16,Bombay Sweets Chanachur,Snacks,76509.91,23069.02,9,2.5,0,127,Rocket
2024-03-14,Easy Fashion Shirt,Fashion,41905.18,12858.89,14,3.4,1,237,Mastercard
2024-08-25,Fresh Soybean Oil,Groceries,132110.36,24822.04,14,3.3,0,272,Mastercard
2024-01-10,ACI Salt,Groceries,130841.38,29578.65,11,4.7,0,147,Visa Card
2025-03-24,Olympic Biscuit,Snacks,164573.14,24853.66,14,4.1,0,332,bKash
2024-01-20,Teer Atta,Groceries,17922.73,6024.49,18,4.8,0,149,Mastercard
2024-05-09,Kazi Farms Chicken,Frozen Food,174872.31,46366.64,18,2.7,0,28,Rocket
2024-02-24,RFL Chair,Furniture,56487.06,9003.74,17,2.9,0,480,Visa Card
2024-01-14,Singer Rice Cooker,Electronics,40395.43,6249.44,8,4.8,1,416,Visa Card
2024-12-07,Bata School Shoe,Fashion,102402.64,32115.69,8,4.7,0,171,Nagad
2024-04-10,Lux Soap,Personal Care,177799.0,28102.89,12,3.8,0,491,bKash
2024-03-27,Teer Atta,Groceries,3988.87,1055.11,1,2.9,1,108,Visa Card
2024-07-13,Navana Helmet,Automotive,40211.29,3783.78,18,3.7,0,203,Cash
2024-09-10,Sunsilk Shampoo,Personal Care,94192.76,22507.39,19,4.9,0,193,bKash
2025-01-24,Aarong Panjabi,Fashion,220128.29,27326.1,16,4.0,0,341,Mastercard
2025-02-19,Dettol Handwash,Personal Care,54934.91,12303.17,7,3.1,1,62,Mastercard
2024-08-07,Minister Blender,Electronics,249872.91,20417.42,20,3.9,0,395,Visa Card
2024-12-23,Navana Helmet,Automotive,30009.3,9072.49,8,4.6,1,377,bKash
2024-03-14,Easy Fashion Shirt,Fashion,198804.7,49447.42,14,2.7,1,460,bKash
2025-03-20,RFL Chair,Furniture,43745.73,14569.05,17,3.2,1,212,Mastercard
2024-11-25,ACI Salt,Groceries,228196.63,69189.11,16,3.1,0,395,Cash
2024-07-24,Navana Helmet,Automotive,89925.0,10060.72,8,4.4,0,355,Rocket
2025-02-07,Minister Blender,Electronics,49499.52,6637.94,17,4.4,0,193,Mastercard
2024-09-07,Vision TV,Electronics,19266.15,4771.41,15,4.8,0,53,Rocket
2024-07-15,Square Toiletries Lotion,Personal Care,74843.77,17755.11,12,4.8,1,379,Visa Card
2024-06-23,Walton Fridge,Electronics,48858.1,7940.0,4,4.4,0,154,Cash
2024-03-20,Dettol Handwash,Personal Care,70887.16,18413.01,16,4.1,0,356,bKash
2025-01-09,Fresh Milk,Dairy,136007.49,23522.3,10,3.9,0,399,bKash
2025-02-13,Teer Atta,Groceries,107813.8,28723.37,7,4.6,0,431,Nagad
2025-01-30,Singer Rice Cooker,Electronics,30531.67,5630.72,2,3.4,0,324,Rocket
2024-09-26,Navana Helmet,Automotive,35846.75,10699.31,6,3.6,0,336,Mastercard
2024-09-21,Aarong Panjabi,Fashion,28416.02,6433.3,2,3.3,0,352,bKash
2024-12-18,Bata School Shoe,Fashion,139212.46,45255.44,16,3.5,0,186,Nagad
2025-02-01,Akij Cement,Construction,2298.98,698.08,8,4.1,0,470,Nagad
2024-07-15,Bombay Sweets Chanachur,Snacks,39478.0,3747.12,9,3.7,1,44,Visa Card
2024-06-04,Navana Helmet,Automotive,123270.17,16861.93,8,2.5,0,291,bKash
2024-10-11,Bata School Shoe,Fashion,6192.14,1397.63,2,4.8,1,188,Cash
2025-03-04,Lux Soap,Personal Care,184093.61,62372.38,19,3.0,0,364,Visa Card
2024-01-18,Easy Fashion Shirt,Fashion,19244.11,4448.96,2,3.4,0,229,Rocket
2025-01-04,Bombay Sweets Chanachur,Snacks,7782.55,623.72,1,3.9,1,255,bKash
2024-03-09,Pran Mango Juice,Beverages,112670.22,18045.54,7,4.9,0,315,bKash
2024-07-03,Teer Atta,Groceries,144275.74,29137.9,15,4.5,1,170,Visa Card
2025-01-29,Kazi Farms Chicken,Frozen Food,30693.48,5419.22,8,3.7,0,60,Visa Card
2024-11-01,Olympic Biscuit,Snacks,156317.16,22568.66,14,3.7,0,211,Cash
2025-02-12,Navana Helmet,Automotive,253361.03,25674.48,15,3.8,0,311,Mastercard
2024-01-12,Pran Mango Juice,Beverages,140687.23,48177.94,16,3.7,1,500,Visa Card
2025-02-20,Teer Atta,Groceries,65690.78,12445.62,19,4.9,0,224,Cash
2024-01-27,Walton Fridge,Electronics,23177.71,3060.77,4,2.8,0,491,Cash
2024-04-17,Lux Soap,Personal Care,218937.96,64679.89,17,2.5,0,94,Cash
2024-02-02,Dettol Handwash,Personal Care,34902.55,3013.66,9,2.8,0,436,Cash
2025-03-26,Aarong Panjabi,Fashion,110662.98,34939.68,14,4.9,0,99,bKash
2025-01-13,Bata School Shoe,Fashion,132781.74,27915.94,17,3.6,0,220,Cash
2025-05-14,Sunsilk Shampoo,Personal Care,26196.1,2719.12,4,3.0,0,479,Nagad
2024-03-20,Square Toiletries Lotion,Personal Care,29735.92,6571.91,3,4.3,1,338,Nagad
2025-01-22,Navana Helmet,Automotive,52352.49,15563.77,7,4.5,0,374,Nagad
2024-11-10,ACI Salt,Groceries,186476.37,58718.77,18,3.8,1,156,Visa Card
2025-01-23,Kazi Farms Chicken,Frozen Food,10125.63,2855.21,3,3.7,0,174,Rocket
2024-09-30,Olympic Biscuit,Snacks,156098.54,15207.77,16,4.9,0,494,bKash
2024-02-18,Minister Blender,Electronics,60357.24,4923.06,11,4.2,0,127,bKash
2024-10-18,Easy Fashion Shirt,Fashion,11419.13,3406.33,1,4.5,0,471,Visa Card
2024-09-03,Vision TV,Electronics,58145.07,7161.29,7,2.7,0,166,Cash
2024-04-20,Navana Helmet,Automotive,25592.75,7932.9,7,2.6,0,131,Cash
2024-07-21,Olympic Biscuit,Snacks,183088.2,53368.07,17,4.2,0,95,Cash
2024-02-22,Fresh Milk,Dairy,210566.9,49082.34,20,3.5,0,488,Nagad
2024-06-17,Square Toiletries Lotion,Personal Care,164734.24,50454.09,13,4.1,0,135,Mastercard
2024-06-02,ACI Salt,Groceries,202588.56,19978.51,15,2.6,0,90,bKash
2024-08-12,Akij Cement,Construction,5276.49,1650.54,1,3.3,0,359,bKash
2024-10-22,Akij Cement,Construction,19219.74,6593.43,2,3.9,0,237,Nagad
2024-08-12,Square Toiletries Lotion,Personal Care,58266.79,12899.85,9,4.8,1,300,Rocket
2024-06-03,Navana Helmet,Automotive,59349.95,11575.09,15,4.5,1,367,bKash
2024-04-06,Kazi Farms Chicken,Frozen Food,12555.45,4006.93,2,3.4,0,435,Rocket
2024-03-31,Sunsilk Shampoo,Personal Care,40047.61,7285.58,8,3.6,0,98,bKash
2024-05-21,Pran Noodles,Groceries,84943.77,28061.02,19,4.9,1,194,Rocket
2024-11-29,Pran Mango Juice,Beverages,157310.68,23239.82,10,4.3,1,320,Rocket
2024-02-14,Sunsilk Shampoo,Personal Care,186744.57,50815.01,13,5.0,1,361,Rocket
2024-12-13,Easy Fashion Shirt,Fashion,29419.13,6254.12,6,3.6,0,275,Cash
2024-11-03,Lux Soap,Personal Care,44803.5,13900.56,3,4.0,0,131,Nagad
2024-06-16,Bata School Shoe,Fashion,177160.67,58407.7,16,4.3,0,277,Nagad
2024-06-25,Bombay Sweets Chanachur,Snacks,67762.14,22993.76,6,3.1,1,177,bKash
2024-07-10,Teer Atta,Groceries,60513.41,7483.69,4,2.7,0,328,bKash
2024-03-31,Vision TV,Electronics,268578.14,50643.8,20,4.2,0,459,Cash
2025-01-24,Olympic Biscuit,Snacks,161491.48,51133.6,11,4.4,0,420,bKash
2024-08-16,Olympic Biscuit,Snacks,30351.47,7905.22,8,3.6,0,321,bKash
2025-03-27,ACI Salt,Groceries,10534.47,3683.06,10,3.7,0,462,Mastercard
2025-04-18,Pran Noodles,Groceries,127781.3,15832.15,14,4.1,0,40,Cash
2024-12-19,Lux Soap,Personal Care,233069.87,40479.84,20,4.1,1,43,bKash
2024-11-25,Vision TV,Electronics,189474.82,19416.45,18,2.9,0,358,bKash
2024-01-16,Easy Fashion Shirt,Fashion,8708.2,1004.03,2,4.1,0,466,Visa Card
2025-03-15,Easy Fashion Shirt,Fashion,36765.13,11628.19,4,4.2,0,421,Visa Card
2024-08-27,Akij Cement,Construction,59429.83,13615.15,8,3.2,0,297,Cash
2024-08-09,Bashundhara Tissue,Household,171444.54,20014.4,19,4.4,1,147,Rocket
2024-03-31,Walton Fan,Electronics,42564.21,12120.65,5,4.5,0,159,Visa Card
2024-08-18,Olympic Biscuit,Snacks,43604.34,14203.71,3,2.7,0,275,Cash
2024-02-14,Teer Atta,Groceries,26655.13,2794.62,5,4.0,0,285,Mastercard
2024-08-30,Bashundhara Tissue,Household,33074.97,5069.31,5,3.0,1,439,Cash
2024-12-23,Lux Soap,Personal Care,110735.07,27530.91,12,4.5,0,182,Nagad
2024-09-11,Kazi Farms Chicken,Frozen Food,87087.27,23277.78,7,3.6,0,141,Cash
2024-03-22,Fresh Milk,Dairy,3711.58,1246.32,10,4.7,1,178,Visa Card
2024-03-25,Navana Helmet,Automotive,150443.52,17009.6,13,2.8,0,261,Rocket
2024-02-11,Pran Noodles,Groceries,100861.64,20650.17,12,2.9,0,208,Mastercard
2024-10-13,Dettol Handwash,Personal Care,93419.57,17247.0,19,3.0,1,158,Mastercard
2025-05-07,Singer Rice Cooker,Electronics,89709.68,11095.71,18,4.6,1,260,Mastercard
2024-06-22,Olympic Biscuit,Snacks,221904.38,46830.83,14,2.7,0,213,bKash
2025-02-24,Square Toiletries Lotion,Personal Care,47773.34,10488.38,6,4.4,0,48,bKash
2024-08-01,Sunsilk Shampoo,Personal Care,193628.57,18490.04,18,2.8,0,311,Rocket
2025-01-27,Sunsilk Shampoo,Personal Care,150537.24,40237.42,11,4.3,0,355,Visa Card
2024-05-24,Kazi Farms Chicken,Frozen Food,1844.73,168.39,15,3.8,0,119,Visa Card
2024-04-24,Bombay Sweets Chanachur,Snacks,79651.31,19633.04,12,2.8,0,184,Visa Card
2025-03-04,Teer Atta,Groceries,96500.68,23616.73,12,3.7,0,210,Visa Card
2024-12-21,Kazi Farms Chicken,Frozen Food,13466.59,2626.28,5,3.4,0,115,Mastercard
2024-10-19,Aarong Panjabi,Fashion,189016.9,57188.59,19,4.2,0,168,Rocket
2024-03-08,Navana Helmet,Automotive,21420.73,5563.59,4,3.2,0,210,Mastercard
2024-01-27,ACI Salt,Groceries,133148.43,20125.89,8,4.1,0,288,Visa Card
2025-03-15,Olympic Biscuit,Snacks,27828.74,3684.45,10,2.8,0,433,Mastercard
2024-12-28,Square Toiletries Lotion,Personal Care,57489.06,18774.13,4,2.6,0,472,Rocket
2024-03-18,Kazi Farms Chicken,Frozen Food,212498.97,21226.92,18,4.6,0,459,Visa Card
2024-01-11,ACI Salt,Groceries,66503.24,17934.35,18,4.9,1,385,Visa Card
2024-05-06,Pran Mango Juice,Beverages,47907.98,9414.41,7,3.1,0,368,Mastercard
2024-06-30,Bombay Sweets Chanachur,Snacks,8565.9,1024.43,12,4.8,0,155,Mastercard
2024-06-19,Sunsilk Shampoo,Personal Care,17144.41,3562.02,5,4.8,1,158,Visa Card
2024-11-02,Pran Mango Juice,Beverages,8994.0,2797.74,5,4.6,1,82,Visa Card
2024-12-22,Aarong Panjabi,Fashion,97231.39,25860.06,7,3.8,0,20,Rocket
2024-06-26,Olympic Biscuit,Snacks,133313.13,28768.01,9,4.1,0,399,bKash
2025-03-28,Sunsilk Shampoo,Personal Care,3930.52,626.79,6,3.3,0,336,Nagad
2024-08-29,Minister Blender,Electronics,14854.92,4381.16,1,3.9,1,34,bKash
2025-01-15,Square Toiletries Lotion,Personal Care,115807.1,37301.67,10,2.8,0,224,bKash
2024-07-28,Akij Cement,Construction,20996.81,4322.15,8,4.2,0,220,Visa Card
2024-07-08,Walton Fan,Electronics,243331.16,24328.9,18,3.9,0,475,Nagad
2024-09-10,Walton Fridge,Electronics,78427.08,8925.26,5,4.1,0,238,Cash
2024-03-30,Bombay Sweets Chanachur,Snacks,86276.07,16239.93,5,4.9,0,280,bKash
2024-06-09,Bata School Shoe,Fashion,3340.45,847.1,20,2.7,0,306,Nagad
2024-01-18,Vision TV,Electronics,44270.86,12936.12,3,3.8,1,13,Rocket
2024-09-18,RFL Chair,Furniture,119967.3,13730.12,11,2.7,0,30,Rocket
2024-07-13,Bashundhara Tissue,Household,125585.89,21922.83,20,4.2,0,276,Rocket
2024-11-01,Pran Mango Juice,Beverages,25111.03,3837.01,16,3.5,0,10,Mastercard
2025-04-25,Dettol Handwash,Personal Care,17799.68,2818.9,3,3.7,0,116,Nagad
2025-04-25,Lux Soap,Personal Care,120688.07,12772.72,8,4.7,1,80,Nagad
2024-11-22,Walton Fan,Electronics,89672.99,7417.06,18,3.6,0,441,Visa Card
2024-11-04,Fresh Soybean Oil,Groceries,94551.96,15186.54,18,4.1,0,144,bKash
2025-01-26,Aarong Panjabi,Fashion,3874.56,1051.76,1,4.9,0,461,Nagad
2024-06-15,Fresh Soybean Oil,Groceries,4988.71,429.95,2,2.7,1,255,Rocket
2024-02-11,Lux Soap,Personal Care,24693.37,7221.84,2,3.7,1,139,bKash
2025-03-21,Bata School Shoe,Fashion,81133.49,10297.27,10,2.5,0,334,Cash
2024-06-02,Bashundhara Tissue,Household,131566.02,24820.3,11,3.2,0,408,Rocket
2024-04-16,Square Toiletries Lotion,Personal Care,85270.16,14620.46,7,4.5,1,460,Nagad
2025-01-29,ACI Salt,Groceries,145756.44,23434.88,18,3.1,0,80,Nagad
2025-01-26,Akij Cement,Construction,36811.0,3368.44,19,4.3,0,63,Rocket
2024-01-10,Easy Fashion Shirt,Fashion,58769.77,5738.23,8,2.7,0,377,Nagad
2024-08-17,RFL Chair,Furniture,44230.95,14103.83,14,4.5,0,388,Nagad
2024-04-16,Teer Atta,Groceries,67292.29,6202.58,7,3.5,0,252,Visa Card
2024-10-21,Lux Soap,Personal Care,753.89,124.61,1,2.8,0,211,bKash
2025-03-20,Bombay Sweets Chanachur,Snacks,141435.57,14192.05,9,2.9,0,83,bKash
2024-10-19,Walton Fan,Electronics,83526.26,10692.87,11,4.5,1,481,Rocket
2024-10-02,RFL Chair,Furniture,18199.61,2864.39,4,4.7,0,53,Rocket
2024-05-17,Singer Rice Cooker,Electronics,235228.9,80334.33,18,3.2,1,33,Visa Card
2024-04-30,Square Toiletries Lotion,Personal Care,253844.6,63259.58,18,4.7,0,479,bKash
2024-01-25,Square Toiletries Lotion,Personal Care,64568.92,13173.69,13,3.8,0,130,bKash
2025-05-11,Pran Mango Juice,Beverages,32594.35,9414.65,2,3.2,0,481,Cash
2025-01-24,Navana Helmet,Automotive,19031.59,2509.88,5,3.7,0,411,Visa Card
2024-04-22,Akij Cement,Construction,188216.78,40478.41,15,3.2,0,387,bKash
2024-02-29,Lux Soap,Personal Care,93431.12,30640.29,13,4.3,1,115,bKash
